ALVS_091,2114130,794660,0.123238
ALVS_092,937597,347002,0.0539301
ALVS_093,1571528,579247,0.0898996
ALVS_094,1952950,701489,0.108561
ALVS_095,1937222,702003,0.108641
ALVS_096,2445265,759265,0.117575
ALVS_097,2650575,872891,0.134981
ALVS_098,3739867,1111828,0.170769
ALVS_099,2542833,813035,0.126022
ALVS_100,2134515,662196,0.102479
ALVS_101,3000466,930885,0.144087
ALVS_102,1302663,408891,0.0632249
CHPI_106,109970,48178,0.00739489
CHPI_107,157766,64980,0.00999626
CHPI_114,42083,19315,0.00299737
CHPI_115,333129,110823,0.0170236
CHPI_117,16870,6658,0.00104192
CHPI_118,35280,12578,0.00191875
CHPI_119,186040,79261,0.0122037
CHPI_120,210511,74112,0.0112183
CHPI_121,65811,25261,0.0039121
CHPI_125,226053,89301,0.0138472
CHPI_127,112274,40458,0.00619489
CHPI_129,133367,51445,0.00800579
CHPI_703,1075851,413063,0.0635295
CHPI_707,3119113,1140327,0.175761
CHPI_725,2124170,831226,0.128698
CHPI_735,2568631,936937,0.144136
CHPI_916,3163127,1155345,0.177905
CHPI_924,1984881,735830,0.114041
CHPI_925,987219,376202,0.0581516
COLR_001,1140266,410207,0.0618572
COLR_002,166905,66542,0.00980061
COLR_003,614452,235976,0.0358964
COLR_004,105717,44121,0.00667007
COLR_005,230604,79998,0.0122674
COLR_007,1657818,526340,0.079884
COLR_011,316884,107486,0.0161784
COLR_013,23135,9449,0.00146511
COLR_021,7705,5356,0.00078384
COLR_022,13108,9216,0.00132824
COLR_024,13263,8097,0.0011542
COLR_025,4813,2984,0.000433565
COLR_026,3889,2322,0.000341344
COLR_027,11095,7532,0.00107887
COLR_028,10658,6726,0.00100356
COLR_029,17898,12867,0.00185068
COLR_030,5704503,2553086,0.397375
COLR_031,761079,394205,0.0615886
COLR_032,2712501,1246864,0.192025
COLR_033,939291,476414,0.0735066
COLR_034,173890,86360,0.0130685
COLR_035,1117773,509148,0.0777161
HRLC_001,1096842,482166,0.0747519
HRLC_262,3400,1565,0.000255426
HRLC_263,291741,142396,0.0220186
HRLC_264,630926,284002,0.0439882
HRLC_265,83676,38501,0.00604734
HRLC_266,1124592,466295,0.0720053
HRLC_271,2236589,886720,0.137043
HRLC_272,2363117,823484,0.128113
HRLC_273,280,94,1.93645e-05
HRLC_274,2448133,813026,0.1263
HRLC_275,27546,11261,0.00181998
HRLC_301,70105,30101,0.00466687
HRLC_302,476334,188337,0.0290198
HUMB_001,6608062,2964937,0.459484
HUMB_002,12683540,5104684,0.793592
HUMB_003,10101658,4234861,0.660657
HUMB_004,5499689,2499512,0.389756
HUMB_005,7787502,3385604,0.529481
HUMB_006,8604932,3677059,0.571288
HUMB_007,6722826,3011086,0.467383
HUMB_008,4699555,2161654,0.337336
LWSH_032,81731,32892,0.00521952
LWSH_035,284791,106206,0.0166343
LWSH_037,7494988,2186986,0.337426
LWSH_040,3172409,992418,0.153395
LWSH_042,2667583,833923,0.129061
LWSH_050,1030786,338200,0.0525301
LWSH_051,1921532,598489,0.0925258
LWSH_052,2779463,880722,0.135373
LWSH_053,13028297,3444416,0.528321
LWSH_055,62379,26604,0.00419729
LWSH_057,3957396,1382520,0.21396
LWSH_058,6450199,2159849,0.332102
LWSH_060,4001295,1401954,0.21654
LWSH_068,11176119,3506018,0.539615
LWSH_076,8684252,2756565,0.425239
LWSH_080,4943646,1704469,0.263818
LWSH_084,909636,346153,0.053816
LWSH_090,2080028,757076,0.117433
LWSH_091,5176489,1731981,0.266475
LWSH_102,4306327,1484088,0.229744
PETA_064,1204140,444052,0.0691467
PETA_065,3379782,1205674,0.186715
PETA_066,1166796,428674,0.066211
PETA_067,2435909,874825,0.135273
PETA_068,2795598,993608,0.153264
PETA_069,3072500,1087616,0.167998
PTLC_002,312529,145216,0.0224474
PTLC_004,9443,5271,0.000843722
PTLC_005,5834,3959,0.000642812
PTLC_006,607129,267254,0.0414906
PTLC_008,301780,133693,0.0207646
PTLC_010,582650,258222,0.0401779
PTLC_012,8066,4069,0.000651231
PTLC_013,474987,215818,0.033138
PTLC_014,566354,251544,0.0391535
PTLC_016,991925,446043,0.0688802
PTLC_017,1862,1122,0.000184978
PTLC_019,498949,202862,0.031557
PTLC_021,1556287,573214,0.0892109
PTLC_022,1359362,527047,0.0815286
PTLC_023,11289,4828,0.000762368
PTLC_024,1523168,561403,0.0869202
PTLC_025,333716,125404,0.0194052
PTLC_026,59765,26218,0.00410574
PTLC_028,586851,228723,0.035688
PTLC_029,236155,100124,0.0155325
SFBY_075,2764947,705849,0.0980551
SFBY_076,1415569,515710,0.0795894
SFBY_077,1482604,533915,0.0826896
SFBY_078,1179485,422769,0.0654531
SFBY_079,3261955,1138295,0.174293
SFBY_080,2231541,799442,0.123827
SFBY_081,2769135,864378,0.133936
SFBY_083,2616986,683952,0.100012
SFBY_086,2990903,1060730,0.163958
SFBY_088,3060064,956634,0.14781
SFBY_089,3303828,1005680,0.155883
SFBY_090,2359171,744838,0.115379
SFBY_132,2198364,830968,0.128591
SFBY_134,665060,257236,0.0400417
SFBY_135,1651871,609708,0.0940427
SFBY_137,952571,344391,0.0532601
SFBY_142,2632632,836499,0.129355
SFBY_144,1970384,624165,0.0966796
SFBY_146,1177287,408134,0.0633614
SFBY_148,1894400,612853,0.0949806
SKNA_043,891804,480795,0.0748329
SKNA_044,1100197,595528,0.0925935
SKNA_045,4254026,2091302,0.325389
SKNA_046,5859478,2775912,0.432236
SKNA_047,2581547,1325686,0.206534
SKNA_048,3687771,1858447,0.288607
SKNA_049,565401,297775,0.0465756
SKNA_050,3658595,1802697,0.280992
SKNA_051,5068100,2488117,0.388025
SKNA_052,4285657,2135179,0.332692
SUIB_014,3450033,1237964,0.190498
SUIB_015,6405774,2165275,0.334329
SUIB_016,6824977,2282461,0.352272
SUIB_017,3929753,1390613,0.215106
SUIB_018,1573773,582798,0.0901882
SUIB_019,4248852,1521152,0.233613
SUIB_020,4422160,1565209,0.242231
SUIB_021,5460721,1919612,0.295513
SUIB_023,4390054,1530899,0.235781
SUIB_024,5838006,1998260,0.308067
SUIB_028,6210139,1794006,0.276257
SUIB_029,5292602,1597013,0.24644
SUIB_030,8080305,2327342,0.356638
SUIB_031,2487098,761342,0.11772
SUIB_033,4738754,1420823,0.21742
SUIB_040,3504467,1081106,0.166311
SUIB_042,3388077,1029335,0.158173
SUIB_043,4672980,1404183,0.216625
SUIB_044,5453653,1690555,0.260224
SUIB_046,4404534,1352556,0.208273
YBAK_001,2813096,967287,0.142504
YBAK_002,7192697,2380517,0.361026
YBAK_003,3853406,1279651,0.187341
YBAK_005,7348403,2334332,0.347954
YBAK_006,5574635,1844923,0.278757
YBAK_007,6220784,2078823,0.313401
YBAK_008,6543063,2153430,0.325836
YBAK_009,5897228,2043605,0.309291
YBAK_010,6028847,1924664,0.286025
YBAK_011,4047382,1365038,0.205719
YBAK_012,3715145,1080200,0.162704
YBAK_014,4339948,1254821,0.182251
YBAK_015,7405711,2081199,0.312451
YBAK_016,8962469,2471092,0.366636
YBAK_017,7907995,2189664,0.329303
YBAK_018,7959592,2231628,0.333361
YBAK_020,7770885,2159838,0.321847
YBAK_021,7133828,2052386,0.305386
YBAK_022,4191794,1099040,0.158786
YBAK_023,3750427,1048179,0.155822
